trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
555,False,"{'a': 0.01, 'e': 0.0038874572434761303}",20,2,29.324815934850175,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.01, 'e': 0.0038487763976105395}",30,17,22.934625946596377,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.01, 'e': 0.003810480432592037}",30,15,21.98434908032501,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.01, 'e': 0.0037725655187922052}",20,8,20.302928410343945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.01, 'e': 0.0037350278646880674}",20,16,8.306790442042608,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.01, 'e': 0.003697863716482929}",20,16,9.892754673414059,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.01, 'e': 0.0036610693577310053}",25,0,35.721619256073694,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.01, 'e': 0.0036246411089657558}",35,11,44.16650490841749,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.01, 'e': 0.0035885753273319477}",20,11,15.73659237611324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.01, 'e': 0.003552868406221362}",30,6,40.99032998547441,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.01, 'e': 0.0035175167749121284}",20,0,28.823726408277402,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
566,False,"{'a': 0.01, 'e': 0.003482516898211663}",25,0,36.495880860774065,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.01, 'e': 0.0034478652761031265}",20,16,8.59914153776101,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.01, 'e': 0.0034135584433954303}",20,7,19.670331600950522,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.01, 'e': 0.0033795929693767124}",20,3,28.614784507065274,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.01, 'e': 0.003345965457471272}",25,13,20.424316863184668,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.01, 'e': 0.0033126725448998926}",20,10,18.271171296005985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.01, 'e': 0.003279710902343573}",25,11,24.301944270381473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.01, 'e': 0.0032470772336105863}",35,22,26.960514170082554,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.01, 'e': 0.00321476827530687}",20,10,18.312969137568675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.003182780796509667}",30,18,22.447334704126234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.01, 'e': 0.0031511115984444414}",20,7,23.532475216725974,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.01, 'e': 0.003119757514164992}",25,5,29.32338249909211,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.01, 'e': 0.0030887154082367687}",20,0,33.09973287665627,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
579,False,"{'a': 0.01, 'e': 0.0030579821764233073}",30,19,19.9401058768805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.01, 'e': 0.0030275547453758153}",30,15,26.278907622919167,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.0029974300723258286}",30,14,26.195668973442782,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.01, 'e': 0.002967605144780944}",20,14,10.38335233857492,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.01, 'e': 0.0029380769802235503}",20,0,32.866619879605516,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.01, 'e': 0.002908842625812584}",25,17,16.550733422186724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.01, 'e': 0.0028798991580882404}",30,16,10.730133160072667,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.01, 'e': 0.0028512436826796323}",20,11,15.427012743238068,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.01, 'e': 0.0028228733340153363}",20,8,20.964696128521343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.01, 'e': 0.0027947852750368437}",25,19,11.741958064749944,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.01, 'e': 0.002766976696914851}",20,10,20.128406397851684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.01, 'e': 0.0027394448187683684}",20,0,33.07778033865158,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
591,False,"{'a': 0.01, 'e': 0.0027121868873866434}",25,15,18.3237416451275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.0026852001769538205}",25,10,24.733252062860036,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.01, 'e': 0.002658481988776367}",25,18,15.171318436235053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.01, 'e': 0.0026320296510131984}",20,14,13.336977273539535,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.01, 'e': 0.0026058405184084983}",20,4,29.09459871699062,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.01, 'e': 0.00257991197202718}",25,9,30.24110526251907,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.01, 'e': 0.0025542414189929983}",25,2,32.422043049648124,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.01, 'e': 0.0025288262922292556}",30,17,23.178410275055995,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.01, 'e': 0.0025036640502021}",30,22,14.433623635172372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.01, 'e': 0.0024787521766663585}",25,16,19.219986353662872,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.01, 'e': 0.002454088180413917}",20,10,14.484225027134773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.01, 'e': 0.0024296695950245953}",20,13,13.793842289719018,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.01, 'e': 0.0024054939786195095}",25,13,21.17284917566626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.01, 'e': 0.0023815589136168707}",20,13,11.293989405328288,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.01, 'e': 0.002357862006490233}",25,11,25.629727916831264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.01, 'e': 0.002334400887529133}",25,17,17.804249404202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.01, 'e': 0.002311173210602129}",20,15,8.458996209955114,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.01, 'e': 0.0022881766529221693}",20,12,16.080793769733425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.01, 'e': 0.002265408914814322}",20,7,18.827934515109813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.01, 'e': 0.002242867719485801}",20,0,33.14244904236506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
611,False,"{'a': 0.01, 'e': 0.002220550812798294}",20,12,14.952063529427344,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.01, 'e': 0.0021984559630425313}",30,18,23.315761940494255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.01, 'e': 0.0021765809607151255}",30,17,24.46865616777314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.01, 'e': 0.002154923618297613}",25,13,20.3398124895353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.01, 'e': 0.002133481770037708}",25,8,31.0940267521597,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.01, 'e': 0.002112253271732714}",20,12,13.450260682226869,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.01, 'e': 0.0020912360005151103}",25,12,24.318423999256314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.01, 'e': 0.0020704278546402606}",25,7,31.062287875308872,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.01, 'e': 0.002049826753276235}",35,15,37.289286406000386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.01, 'e': 0.002029430636295734}",25,15,17.58946431707352,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.01, 'e': 0.0020092374640700602}",25,6,31.699960502987775,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.01, 'e': 0.0019892452172651635}",30,16,26.706651696304107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.01, 'e': 0.0019694518966397014}",30,24,10.020793444078684,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.01, 'e': 0.0019498555228451206}",20,16,9.215190138993712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.01, 'e': 0.0019304541362277093}",25,15,19.04407167242818,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.01, 'e': 0.0019112457966326377}",25,0,35.31181023443385,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
627,False,"{'a': 0.01, 'e': 0.001892228583209938}",30,16,24.279955110221156,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.01, 'e': 0.0018734005942224233}",20,8,25.364776196139868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.01, 'e': 0.0018547599468555032}",25,8,27.540091000546397,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.01, 'e': 0.0018363047770289071}",20,13,11.145289379698497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.01, 'e': 0.0018180332392102713}",20,11,14.389772774095157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.01, 'e': 0.0017999435062305911}",25,12,25.42756660236745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.01, 'e': 0.0017820337691014916}",30,7,35.525130986150465,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.01, 'e': 0.0017643022368343355}",25,10,26.564106043937617,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.01, 'e': 0.0017467471362611182}",25,13,18.260546704791718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.01, 'e': 0.0017293667118571557}",20,9,18.310789654543427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.01, 'e': 0.0017121592255655228}",20,0,29.802560104296255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
638,False,"{'a': 0.01, 'e': 0.0016951229566232505}",30,20,18.139957507592026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.01, 'e': 0.0016782562013892464}",20,6,25.476935935756412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.01, 'e': 0.001661557273173934}",20,16,9.022023355949514,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.01, 'e': 0.0016450245020705747}",20,4,28.942839989565634,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.01, 'e': 0.0016286562347882806}",20,11,18.397340138268564,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.01, 'e': 0.0016124508344866836}",20,8,17.98884043255063,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.01, 'e': 0.0015964066806122474}",30,14,27.308248937881896,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.01, 'e': 0.001580522168736217}",20,0,31.201451448341928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
646,False,"{'a': 0.01, 'e': 0.0015647957103941666}",30,15,29.854756484808814,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.01, 'e': 0.0015492257329271562}",30,22,10.844178218567674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.01, 'e': 0.001533810679324463}",20,0,33.5219743272461,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
649,False,"{'a': 0.01, 'e': 0.0015185490080678835}",20,3,24.237550073702593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.01, 'e': 0.0015034391929775724}",25,12,24.971464982254034,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.01, 'e': 0.0014884797230594294}",20,10,13.248720189093916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.01, 'e': 0.0014736691023539948}",25,15,20.151500539272238,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.01, 'e': 0.0014590058497868585}",20,9,19.85358641583404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.01, 'e': 0.0014444884990205433}",20,13,16.577775757527537,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.01, 'e': 0.0014301155983078744}",25,0,32.97655662125756,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
656,False,"{'a': 0.01, 'e': 0.0014158857103468022}",30,20,19.319330909691782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.01, 'e': 0.0014017974121366744}",25,0,35.769360304451354,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.01, 'e': 0.001387849294835929}",25,8,26.324431811806896,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.01, 'e': 0.0013740399636212118}",25,2,41.384083096563195,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.01, 'e': 0.0013603680375478928}",25,13,18.71077743477555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.01, 'e': 0.0013468321494119735}",20,11,16.3113793309575,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.01, 'e': 0.0013334309456133593}",30,16,29.432897425233822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.01, 'e': 0.0013201630860205026}",25,0,30.05263600827227,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
664,False,"{'a': 0.01, 'e': 0.0013070272438363863}",20,6,17.851579874299183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.01, 'e': 0.001294022105465848}",25,5,30.116426769296186,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.01, 'e': 0.0012811463703842113}",20,9,18.70459986828539,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.01, 'e': 0.0012683987510072388}",20,13,12.956015153250734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.01, 'e': 0.0012557779725623694}",20,12,11.866797162427142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.01, 'e': 0.0012432827729612404}",25,12,21.903027583083748,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.01, 'e': 0.001230911902673481}",30,24,9.842476815672006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.01, 'e': 0.0012186641246017523}",30,18,17.280826658668595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.01, 'e': 0.0012065382139580404}",20,0,34.63695660278675,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
673,False,"{'a': 0.01, 'e': 0.0011945329581411752}",20,9,15.949070097795575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.01, 'e': 0.0011826471566155727}",20,8,19.09368828577273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.01, 'e': 0.0011708796207911744}",20,0,26.669875854769273,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
676,False,"{'a': 0.01, 'e': 0.0011592291739045914}",30,12,35.27446437561924,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.01, 'e': 0.0011476946509014253}",25,10,26.23893279431251,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.01, 'e': 0.0011362748983197658}",25,0,33.99965660772768,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.01, 'e': 0.0011249687741748374}",20,10,19.248981043945193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.01, 'e': 0.0011137751478448032}",30,7,42.02032433473009,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.01, 'e': 0.0011026928999577018}",25,7,26.53220823966504,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.01, 'e': 0.0010917209222795108}",35,23,24.815437938328113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.01, 'e': 0.0010808581176033184}",25,17,16.258207540654112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.01, 'e': 0.0010701033996396044}",30,18,23.56438207869999,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.01, 'e': 0.001059455692907609}",25,13,24.069698696623732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.01, 'e': 0.0010489139326277882}",20,13,14.252830033184516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.01, 'e': 0.0010384770646153282}",25,19,11.292363763467502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.01, 'e': 0.0010281440451747298}",25,18,11.414189491297574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.01, 'e': 0.0010179138409954376}",20,8,21.44407279936087,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.01, 'e': 0.0010077854290485105}",25,8,32.20802399587834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.01, 'e': 0.000997757796484312}",20,13,12.543941692506536,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.01, 'e': 0.0009878299405312295}",30,23,10.624139192925071,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.01, 'e': 0.0009780008683953946}",35,13,43.50806588514198,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.01, 'e': 0.0009682695971614017}",35,12,44.02671581474042,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.01, 'e': 0.0009586351536940199}",30,16,27.538963331244418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.01, 'e': 0.0009490965745408727}",25,3,35.33070576229734,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.01, 'e': 0.0009396529058360961}",25,7,34.856380909233394,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.01, 'e': 0.000930303203204949}",20,8,19.289072876378277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.01, 'e': 0.0009210465316693785}",20,10,14.942217646794022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.01, 'e': 0.0009118819655545162}",30,2,49.24024635025524,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.01, 'e': 0.0009028085883961136}",35,21,23.139997514102948,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.01, 'e': 0.0008938254928488927}",25,11,22.297415036459196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.01, 'e': 0.0008849317805958146}",20,14,9.515543001232196,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.01, 'e': 0.0008761265622582417}",20,0,25.45398115531667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
705,False,"{'a': 0.01, 'e': 0.0008674089573070025}",20,10,16.401939252837924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.01, 'e': 0.0008587780939743365}",20,6,23.243071358891694,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.01, 'e': 0.0008502331091667194}",25,2,35.75827232823669,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.01, 'e': 0.000841773148378549}",20,15,9.695216225332057,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.01, 'e': 0.0008333973656066964}",20,9,19.307516022587496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.01, 'e': 0.0008251049232659038}",20,1,33.60077899420661,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.01, 'e': 0.0008168949921050283}",25,18,12.657140436819754,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.01, 'e': 0.0008087667511241114}",35,19,26.221298886922046,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.01, 'e': 0.0008007193874922814}",20,16,6.747008763583265,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.01, 'e': 0.0007927520964664684}",30,16,28.282819104719184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.01, 'e': 0.0007848640813109316}",20,16,8.64180355168477,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.01, 'e': 0.0007770545532175816}",25,11,27.044657106080813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.01, 'e': 0.0007693227312271008}",30,8,37.12883551613207,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.01, 'e': 0.0007616678421508473}",30,15,27.332087209679916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.01, 'e': 0.0007540891204935333}",35,12,39.04438472017869,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.01, 'e': 0.0007465858083766792}",25,20,9.245250415747321,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.01, 'e': 0.0007391571554628196}",20,2,29.25093699497186,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.01, 'e': 0.0007318024188804728}",30,18,23.463370944751347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.01, 'e': 0.0007245208631498506}",30,8,40.31869694519725,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.01, 'e': 0.0007173117601093135}",25,11,23.332401546321336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.01, 'e': 0.000710174388842549}",20,8,22.02359691273725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.01, 'e': 0.0007031080356064829}",20,0,26.578936245612876,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.01, 'e': 0.0006961119937599021}",20,0,26.930351752288075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
728,False,"{'a': 0.01, 'e': 0.0006891855636927931}",25,0,36.00688869825588,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.01, 'e': 0.0006823280527563766}",25,12,24.213083242661376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.01, 'e': 0.0006755387751938444}",20,2,27.360419793066832,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.01, 'e': 0.0006688170520717817}",20,8,15.676430857154037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.01, 'e': 0.0006621622112122764}",30,14,28.674559244573516,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.01, 'e': 0.0006555735871256958}",35,10,44.25216840579748,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.01, 'e': 0.0006490505209441411}",30,16,22.93101925513053,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.01, 'e': 0.0006425923603555573}",30,15,25.076887571942894,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.01, 'e': 0.0006361984595385052}",25,20,9.46005854297276,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.01, 'e': 0.000629868179097574}",35,8,43.833182250623565,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.01, 'e': 0.0006236008859994445}",20,3,25.52405642339843,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
